substance_name,entity_type,matchable,is_group,equivalent_node,equivalent_level,relationship_type,confidence,emb_match,emb_score,emb_agrees
ETANAL,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
24-325A,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"4-Amino-5-chloro-2,1,3-benzothiodiazole",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
A mixture of: Ca salicylates (branched C10-14 and C18-30 alkylated); Ca phenates (branched C10-14 and C18-30 alkylated); Ca sulfurized phenates (branched C10-14 and C18-30 alkylated),Analytical parameter,TRUE,TRUE,Organic metal salts,class,subset,medium,NA,NA,FALSE
AAMBA-SULFAT,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
"Reaction products of 2,7-Naphthalenedisulfonic acid, 5-[[4-chloro-6-(ethylphenylamino)-1,3,5-triazin-2-yl]amino]-4-hydroxy-3-[(1-sulfo-2-naphthaleny)azo]-, trisodium salt and lithium chloride",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
POLYPERING,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
"Renewable hydrocarbons, C17-C18, branched alkanes",Analytical parameter,TRUE,TRUE,Branched alkanes,subclass,subset,high,NA,NA,FALSE
KURTZ-GELB-ADDITIV (HYDROCHLORID),Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
sulfite liquors (calcium lignosulfonate),CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"2-Propenoic acid, perfluoro-C8-16-alkyl esters",CAS without structure,TRUE,TRUE,Acrylic acid esters,subclass,subset,high,NA,NA,FALSE
PDN 5203 ACTIVE INGREDIENT (AI),Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fuels, diesel, no. 2",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
S-04,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"4-Nonylphenol, branched and linear, ethoxylated",Unclassified,TRUE,TRUE,Phenol ethers,class,subset,medium,NA,NA,FALSE
"Reaction products of 3-methylbutanal and 3-methylbut-3-en-1-ol, distillation overheads",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Fermentation reaction products of 4-hydroxy-3-methoxycinnamic acid,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
Tall-oil fatty acids oligomeric reaction products with triethylenetriamine and gylcidyl tolyl ether,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Leach residues, cadmium-refining",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"N,N-bis(9,9-dimethylfluoren-2-yl)-4-phenyl-9,9'-spirobi[fluorene]-4'-amine",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(1R,S)-(trifluoromethyl)thio]-1H-pyrazole-3-carbonitrile",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of diazotised m-phenylendiamine, subsequently coupled with diazotised 4-aminobenzene-1-sulfonic acid, sodium salts",Unclassified,TRUE,TRUE,Azobenzenes,class,subset,medium,NA,NA,FALSE
"acids, aliphatic, monocarboxylic (C6-C22), esters with polyglycerol",Analytical parameter,TRUE,TRUE,Fatty acid esters,subclass,subset,medium,NA,NA,FALSE
2-({2-[4-(dimethylamino)benzoyloxy]ethyl}(methyl)amino)ethyl 4-(dimethylamino)benzoate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction product of oxoacetic acid, ethylene diamine, phenol, sodium hydroxide and potassium hydroxide",Analytical parameter,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Fatty acids, castor-oil, hydrogenated, cadmium salts",CAS without structure,TRUE,TRUE,Organic cadmium salts,direct_parent,subset,medium,NA,NA,FALSE
A mixture of isomers of: sodium phenethylnaphthalenesulfonate; sodium naphthylethylbenzenesulfonate,Analytical parameter,TRUE,TRUE,Naphthalene sulfonic acids and derivatives,subclass,subset,medium,NA,NA,FALSE
"Nickel, borate C8-10-branched carboxylate complexes",CAS without structure,TRUE,TRUE,Transition metal salts,class,subset,medium,NA,NA,FALSE
L 165,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"3,6,9,12-Tetraoxatetradecan-1-ol, 14-(4-nonylphenoxy)-, branched",CAS without structure,TRUE,TRUE,Ethers,subclass,subset,medium,NA,NA,FALSE
"Fatty acids, C18-unsatd., dimers, oligomeric reaction products with fatty acids, C16-18 and C18-unsatd., branched and linear, tetraethylenepentamine and triethylenetetramine",CAS without structure,TRUE,TRUE,Fatty acids and conjugates,subclass,broader,low,NA,NA,FALSE
PDN 2899,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzeneacetamide, 4-[2-hydroxy-3-[(1-methylethyl)amino]propoxy]-, (2E)-2-butenedioate (salt)",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Amines, C11-C13 (linear and branched) alkyl",Analytical parameter,TRUE,TRUE,Primary amines,direct_parent,subset,medium,NA,NA,FALSE
N-acetyl-3-(tritylsulfanyl)-L-valyl-L-asparaginyl-O-tert-butyl-L-threonyl-7-methyl-L-tryptophyl-N6-acetyl-L-lysyl-3-[(acetamidomethyl)sulfanyl]-L-valyl-O-[2-[(tert-butoxycarbonyl)amino]ethyl]-L-tyrosine,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Propolis (Water soluble extract),Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
methyl 3-(2-morpholinocyclopenten-1-yl)propanoate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"A mixture of: propan-2-one-O,O'(methoxyvinylsilandiyl)dioxime; propan-2-one-O-(dimethoxyvinylsilyl)oxime; propan-2-one-O,O',O''-(vinylsilantriyl)trioxime",Analytical parameter,TRUE,TRUE,Oximes,subclass,subset,medium,NA,NA,FALSE
Corsair Clear #12,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"alkene (sulfonic acid, C14-C16-alkane hydroxy & C14-C16-alkene sodium salts)",Analytical parameter,TRUE,TRUE,Organic sulfonic acids and derivatives,superclass,subset,medium,NA,NA,FALSE
di-alkyl-benzenesulfonic acid,Unclassified,TRUE,TRUE,Benzenesulfonic acids and derivatives,subclass,subset,high,Benzenesulfonic acids and derivatives,0.8100265897916227,TRUE
N-(4-dimethylaminopyridinium)-3-methoxy-4-(1-methyl-5-nitroindol-3-ylmethyl)-N-(o-tolylsulfonyl)benzamidate,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"L-ornithine, fermentation products",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"lithium sodium 2-amino-4-{[4-(cyanoazanidyl)-6-[(3-sulfonatophenyl)amino]-1,3,5-triazin-2-yl]amino}-5-(2-{4-[2-(sulfonatooxy)ethanesulfonyl]phenyl}diazen-1-yl)benzene-1-sulfonate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
alginic acid,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Condensation products of m-phenylenebis(methylamine) with condensation products of 4-methyl-m-phenylene diisocyanate with alcohols, C10-14 (even numbered) and condensation products of 4-methyl-m-phenylene diisocyanate with butyltriglycol",Unclassified,TRUE,TRUE,Polyureas,superclass,subset,low,NA,NA,FALSE
SENSIBILISATOR KF 1060 PINA,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
[1-(4-bromobenzyl)-2-butyl-4-chloro-1H-imidazol-5-yl]methanol,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"boron compounds, with the exception of those specified elsewhere in this Annex",Unclassified,TRUE,TRUE,Boronic acid derivatives,class,broader,medium,NA,NA,FALSE
"Phosphoric Acid, C8-12(even-numbered) linear Alkyl Esters",Unclassified,TRUE,TRUE,Alkyl phosphates,direct_parent,subset,high,NA,NA,FALSE
Cesium Tungsten Suboxide,CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
BLACK WATER SOLUBLE DYE,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
224 AUE,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"(ethyl-1,2-ethanediyl)[-2-[[[(2-hydroxyethyl)methylamino]acetyl]-propyl]ω-(nonylphenoxy)poly]oxy-(methyl-1,2-ethanediyl)",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"4,4'-Isopropylidenediphenol, oligomeric reaction products with 1-chloro-2,3-epoxypropane, reaction products with m-phenylenebis(methylamine)",CAS without structure,TRUE,TRUE,Epoxides,class,broader,medium,NA,NA,FALSE
"Coffee, bean, roasted, ext.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Leach residues, zinc ore-calcine, cadmium-copper ppt.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Hydrogen tetrabutylphosphanium difluoride,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
lead alkyls,Unclassified,TRUE,TRUE,Alkyl lead compounds,direct_parent,exact,high,Alkyl lead compounds,0.8680208159115507,TRUE
cellulose acetate butyrate,CAS without structure,TRUE,TRUE,Polysaccharides,class,subset,medium,NA,NA,FALSE
"phenolic resins alone or modified with glycerophthalic, epoxy or polyvinyl butyral resins or with butyl alcohol",Unclassified,TRUE,TRUE,Organic Polymers,superclass,subset,medium,NA,NA,FALSE
Cetyl Acetate and Stearyl Acetate and Oleyl Acetate and Acetylated Lanolin Alcohol,Unclassified,TRUE,TRUE,Fatty acid esters,subclass,subset,medium,NA,NA,FALSE
"pentanol isomers, with the exception fo those specified elsewhere in this Annex",Unclassified,TRUE,TRUE,Primary alcohols,direct_parent,subset,low,NA,NA,FALSE
Concrete of Coffee L. obtained from beans by organic solvent extraction,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
FS985,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
alumina doped with cobalt,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
potassium 3-oxocyclohex-1-enolate,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"[29H,31H-phthalocyaninetetrasulphonyl tetrachloridato(2)-N29,N30,N31,N32 ]nickel",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fir, Abies alba, ext.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
GEROL 007,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Tributyltin Compounds,Substance group,TRUE,TRUE,Triorganotin compounds,subclass,subset,high,NA,NA,FALSE
"Reaction products of 2,7-Naphthalenedisulfonic acid, 5-[[4-chloro-6-[(2-methylphenyl)amino]-1,3,5-triazin-2-yl]amino]-4-hydroxy-3-[2-(2-sulfophenyl)diazenyl]-, trisodium salt and lithium chloride",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
N-ethyl-2-nitrobenzylsulfonamide,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
PHOTOSOL 7-577,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"poly-(methyl methacrylate)-co-(butylmethacrylate)-co-(4-acryloxybutyl-isopropenyl-α,α-dimethylbenzyl carbamate)-co-(maleicanhydride)",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
SUNA,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
"L 708,350",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
BSC-524,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Cymbopogon winterianus, ext., reaction products with acetone",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Alkali metal [bis(4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluoro-2- substitutednonyl)amino]alkanesulfonate",Unclassified,TRUE,TRUE,Alkali metal salts,class,subset,medium,NA,NA,FALSE
"cis-2-(acryloyloxy)ethyl hydrogen cyhexane-1,2-dicarboxylate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Oligomerisation products of hexamethylene diisocyanate, isocyanurate type, reacted with 2-hydroxyethyl acrylate.",Unclassified,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,low,NA,NA,FALSE
microcrystalline waxes,CAS without structure,TRUE,TRUE,Wax esters,direct_parent,subset,low,NA,NA,FALSE
"1,3-diphenylpropane-1,2,3-trione 2-[O-(ethoxycarbonyl)oxime]",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Dolomite (CaMg(CO3)2), calcined",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"1-Pentene, chlorinated, epoxidized, distn. residues",CAS without structure,TRUE,TRUE,Epoxides,class,subset,low,NA,NA,FALSE
"salts of 2,2'-dichloro-4,4'-methylenedianiline; salts of 4,4'-methylenebis(2-chloroaniline)",Analytical parameter,TRUE,TRUE,Aniline and substituted anilines,subclass,subset,medium,NA,NA,FALSE
RMS-019,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"ethylenediammonium O,O-bis(octyl) phosphorodithioate, mixed isomers",Unclassified,TRUE,TRUE,Organic dithiophosphoric acids and derivatives,class,subset,medium,NA,NA,FALSE
"2,2,4(or 2,4,4)-trimethylhexanedinitrile",CAS without structure,TRUE,TRUE,Nitriles,direct_parent,subset,medium,NA,NA,FALSE
"(S)-3-N-n-Dodecyl-(1-N-α-amido-pyroglutaminyl)-1,3-diaminopropane",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
aramid fibres,Substance group,TRUE,TRUE,Aromatic oligo- and polyamides,subclass,subset,high,NA,NA,FALSE
"glycerol, esters with butyric acid",Unclassified,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
Gallium zinc triarsenide,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"reaction products of 3,10-bis((2-aminopropyl)amino)-6,13-dichloro-4,11-triphenodioxazinedisulfonic acid with 2-amino-1,4-benzenedisulfonic acid, 2-((4-aminophenyl)sulfonyl)ethyl hydrogen sulfate and 2,4,6-trifluoro-1,3,5-triazine, sodium salts",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"C16-18 (evennumbered, C18 unsaturated) alkyl bis(2-hydroxyethyl) amine oxide",CAS without structure,TRUE,TRUE,Long-chain alkyl amine oxides,direct_parent,subset,medium,NA,NA,FALSE
isliFe,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Hydrocarbons, C4",CAS without structure,TRUE,TRUE,Hydrocarbons,superclass,subset,high,NA,NA,FALSE
"Sulfonic acids, shale-oil, sodium salts",CAS without structure,TRUE,TRUE,Organic sulfonic acids and derivatives,superclass,subset,medium,NA,NA,FALSE
"oxirane, mono[(C12-14-alkyloxy)methyl] derivs.",CAS without structure,TRUE,TRUE,Epoxides,class,subset,high,NA,NA,FALSE
"7-bromo-4-methoxy-1H-pyrrolo[2,3-c]pyridine hydrogen chloride (1:1) monohydrate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Potassium sodium amino-hydroxy-[(3-{[2-(substituted)ethyl]sulfonyl}phenyl)diazenyl]-[(2-sulfonato-4-{[2-(substituted)ethyl]sulfonyl}phenyl)diazenyl]naphthalene-disulfonate,Unclassified,TRUE,TRUE,Azobenzenes,class,subset,medium,NA,NA,FALSE
"Acetic acid, C11-14-branched alkyl esters, C13-Rich",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,medium,NA,NA,FALSE
"undecafluorohexanoic acid (PFHxA), its salts and related substances",Unclassified,TRUE,TRUE,Perfluoroalkyl carboxylic acid and derivatives,direct_parent,subset,high,NA,NA,FALSE
"Anode, copper",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"A mixture of : Benzyl[3S-[2[R*(R*)],3R*]]-2-[2-(1-ethoxycarbonyl-3-phenylpropylamino)propinyl]-1,2,3,4-tetrahydroisoquinoline-3-carboxlate and (Z)-but-2-enedioic acid (1:1)",Mixture,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"4-nonylphenol, branched",CAS without structure,TRUE,TRUE,Phenols,class,subset,medium,NA,NA,FALSE
"Amines, bis(hydrogenated rape oilalkyl)methyl, N-oxides",Unclassified,TRUE,TRUE,Long-chain alkyl amine oxides,direct_parent,subset,medium,NA,NA,FALSE
"(R)-1-cyclohexa-1,4-dienyl-1-methoxycarbonyl-methylammoniumchloride",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
TREATED CARBON BLACK 14,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Tetradec-1-ene, dimers, hydrogenated",Unclassified,TRUE,TRUE,Saturated hydrocarbons,class,subset,medium,NA,NA,FALSE
"Molybdenum sulfide (MoS2), roasted",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Alcohols, C9-11, branched and linear, ethoxylated, sulfates, ammonium salts",CAS without structure,TRUE,TRUE,Organic sulfate salts,superclass,subset,medium,NA,NA,FALSE
C4-C10 branched and linear hydrocarbons (light) – Naphtha,Analytical parameter,TRUE,TRUE,Saturated hydrocarbons,class,subset,medium,NA,NA,FALSE
condensation products of formaldehyde with melamine,Unclassified,TRUE,TRUE,Organic Polymers,superclass,subset,medium,NA,NA,FALSE
"tert-butyl [(5S,6R)-6-methyl-2-oxo-5-phenylpiperidin-3-yl]carbamate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Concrete of Cistus ladaniferus (Cistaceae) obtained from stems and leaves by organic solvents extraction,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"2,3-dihydro-2-methyl-1H-indol-1-amine p-toluenesulfonate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Ethylene polymerisation (triethylaluminium catalysed), distillation residue, C20-40 fraction",Unclassified,TRUE,TRUE,Alkanes,subclass,subset,medium,NA,NA,FALSE
2-[(3-hydroxy-3-oxo-propanoyl)amino]benzoic acid,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Sodium dl-α-tocopheryl phosphate,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Neutralisation product of iron oxide hydroxide, phosphoric acid, phosphonic acid, lithium hydroxide or lithium carbonate, D-Glucose, 4-O-β-D-galactopyranosyl-, hydrate (1:1) and amylopectin",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of: thionyl chloride, 1,3,4-thiadiazol-2,5-dithiol, tert-nonanethiol and C12-14-tert-alkylamine",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"2-Propenoic acid, 2-hydroxyethyl ester, phosphate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
(R)-(2-methyloxiran-2-yl)methyl 4-bromobenzenesulfonate,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzene, C20-22 (even numbered) alkyl derivs.",Unclassified,TRUE,TRUE,Benzene and substituted derivatives,class,subset,high,NA,NA,FALSE
FARBMITTEL 4185,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Iso(C10-C14)alkyl (3,5-di-tert-butyl-4-hydroxyphenyl)methylthioacetate",Analytical parameter,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
"Graphite, acid-treated",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Bis-DPP Nickel(II)chloride,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
polyoxyalkyl (C2-C4) dimethyl polysiloxane,Analytical parameter,TRUE,TRUE,Siloxanes,direct_parent,subset,medium,NA,NA,FALSE
"Acetic acid, esters with lanolin alcs.",CAS without structure,TRUE,TRUE,Wax esters,direct_parent,subset,medium,NA,NA,FALSE
"Reaction products of 2- and 4-methyl-m-phenylene diisocyanate with C16-18-(even numbered, C18-unsaturated)-alkylamines and ethylenediamine",Unclassified,TRUE,TRUE,Ureas,subclass,subset,medium,NA,NA,FALSE
"Fatty acids, sunflower-oil, conjugated, maleated,reation products with diethanolamine, maleated tall-oil fatty acids and triethanolamine",CAS without structure,TRUE,TRUE,Fatty acids and conjugates,subclass,broader,low,NA,NA,FALSE
"7-[4-(3-diethylaminopropylamino)-6-(3-diethylammoniopropylamino)-1,3,5-triazin-2-ylamino]-4-hydroxy-3-(4-phenylazophenylazo)-naphthalene-2-sulfonate, acetic acid, lactic acid (2:1:1)",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"2-aminoacetate, hydron, copper(2+) sulfate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Betaines, C12-14 (even numbered)-alkyldimethyl",Unclassified,TRUE,TRUE,Quaternary ammonium salts,subclass,subset,medium,NA,NA,FALSE
"Benzene, 1,1'-oxybis[methyl-, sulfonated, ammonium salts",CAS without structure,TRUE,TRUE,Organic sulfonic acids and derivatives,superclass,subset,low,NA,NA,FALSE
"Fatty acids, C18-unsatd., dimers, methyl esters",CAS without structure,TRUE,TRUE,Fatty acid methyl esters,subclass,subset,medium,NA,NA,FALSE
"Condensation product of: 3-(7-carboxyhept-1-yl)-6-hexyl-4-cyclohexene-1,2-dicarboxylic acid with polyamines (primarily amino-ethyl-piperazine and triethylenetetramine)",Unclassified,TRUE,TRUE,Polypeptides,class,subset,low,NA,NA,FALSE
High-temperature calcination products of diiron trioxide and amorphous silica resulting in a glassy silica matrix,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of diazotized disodium 4-amino-3,6-bis[(4-aminophenyl)azo]-5-hydroxynaphthalene-2,7-disulphonate, coupled with m-phenylenediamine",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"α[2-[[[(2-hydroxyethyl)methylamino]acetyl]amino]propyl]- ω nonylphenoxy)poly[oxo(methyl-1,2-ethanediyl)]",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
P-1057,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fatty acids, tall-oil, reaction products with diethylenetriamine, maleic anhydride, tetraethylenepentamine and triethylenetetramine",CAS without structure,TRUE,TRUE,Fatty acids and conjugates,subclass,broader,low,NA,NA,FALSE
"Vanadium(IV) oxide hydrogen phosphate hemihydrate, lithium, zinc, molybdenum, iron and chlorine doped",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
4-[(4-{[4-({5-[2-(acryloyloxy) ethoxy]-5-oxoalkanoyl}oxy) benzoyl]oxy}-2-methylaroxy)carbonyl] aryl 2-(acryloyloxy) ethyl alkandioate,Unclassified,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
LUPRAPHEN VP 9329,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Tricyclo[8.2.2.24,7]hexadeca-4,6,10,12,13,15-hexaene, 5,11,13,15-tetramethyl-",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Lanolin, hydrogenated",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"(αS,α'S,2R,2'S)- 2H- 1-Benzopyran-2-methanol, α,α'-[[(phenylmethyl)imino]-bis(methylene)]-bis[6-fluoro-3,4-dihydro-, hydrochloride (1:1)",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
gadolinium(III)sulfite trihydrate,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Cadmium sulfide (CdS), solid soln. with zinc sulfide, copper chloride-doped",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"reaction product of: saturated, monounsaturated and multiple unsaturated long-chained partly estrified alcohols of vegetable origin (Brassica napus L., Brassica rapa L., Helianthus annuus L., Glycine hispida, Gossypium hirsutum L., Cocos nucifera L., Elae",Analytical parameter,TRUE,TRUE,Fatty alcohols,subclass,subset,medium,NA,NA,FALSE
"Mercury, (1-methoxyethyl)(neodecanoato-O)",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Ethyl(1R,2S)-1-[[(2S,4R)-1-[(2S)-2-[(5-methylheteromonocycle-2-carbonyl)amino]alkenoyl]-4-heteropolycycle-6-yloxy-heteromonocycle-2-carbonyl]amino]-2-vinyl-alicyclecarboxylate",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Alkenes, C7-9-branched, C8-rich",CAS without structure,TRUE,TRUE,Branched unsaturated hydrocarbons,subclass,subset,medium,NA,NA,FALSE
benzyl (2-chloroethyl)ethyl ether dimethyl ammonium chloride,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Waste solids, cadmium-electrolysis, thallium-rich",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"isopropyl (1s,3s)-3-(methylamino)cyclobutane-1-carboxylate succinate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Hydrocarbons, C27-42, naphthenic; Baseoil — unspecified",Analytical parameter,TRUE,TRUE,Hydrocarbons,superclass,subset,high,NA,NA,FALSE
"Pyrochlore, bismuth cadmium ruthenium",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzene, 1,1'-oxybis-, tetrapropylene derivs., sulfonated, sodium salts",CAS without structure,TRUE,TRUE,Organic sulfonic acids and derivatives,superclass,subset,medium,NA,NA,FALSE
"2,4-bis(((2-(dimethylammonio)ethyloxy)carbonyl)phen-2-ylazo)benzene-1,3-diol sulfate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
HYAFF 11P50,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
